Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
820640,1BFE2216,TRUE,Rx,0,8,0,0,0,0,0,0,BF,FA
820940,1BFE2217,TRUE,Rx,0,8,0,0,CD,B4,A5,0,0,0
821280,1BFE2218,TRUE,Rx,0,8,0,0,0,0,0,0,0,0
821580,1BFE2219,TRUE,Rx,0,8,0,0,0,0,0,0,0,0
821880,1BFE221B,TRUE,Rx,0,8,0,0,0,0,0,0,0,0
822220,1BFE221C,TRUE,Rx,0,8,0,0,3F,0,0,0,0,0
822520,1BFE221E,TRUE,Rx,0,8,7D,1,0,0,0,0,0,0
822820,1BFE2222,TRUE,Rx,0,8,0,0,58,0,7E,1C,0,0
823160,1BFE2223,TRUE,Rx,0,8,11,1,0,0,0,0,0,0
823460,1BFE2225,TRUE,Rx,0,8,0,0,0,0,0,0,0,0
823800,1BFE2227,TRUE,Rx,0,8,0,0,0,0,0,4,0,0
824100,1BFE2232,TRUE,Rx,0,8,0,0,0,0,0,0,0,0
824440,1BFE2235,TRUE,Rx,0,8,81,4,0,0,0,0,0,0
824740,1BFE2238,TRUE,Rx,0,8,0,0,32,0,1,1,0,0
825080,1BFE2239,TRUE,Rx,0,8,0,1,1,0,0,0,0,0
825380,1BFE223A,TRUE,Rx,0,8,4,1,0,0,59,0,0,0
825720,1BFE223B,TRUE,Rx,0,8,8,0,0,0,0,0,0,0
826020,1BFE223C,TRUE,Rx,0,8,22,0,0,0,0,0,0,0
826360,1BFE223D,TRUE,Rx,0,8,0,0,0,0,0,0,0,5C
826700,1BFE2248,TRUE,Rx,0,8,0,0,0,0,0,0,0,0
899830,0000038B,FALSE,Rx,0,8,0,0,0,0,0,0,0,0
919750,1BFE221A,TRUE,Rx,0,8,0,A6,0,0,7E,0,0,0
920050,1BFE2209,TRUE,Rx,0,8,0,0,1,0,10,81,12,0
920350,1BFE2215,TRUE,Rx,0,8,60,97,9E,80,80,80,AA,9A
920650,1BFE2216,TRUE,Rx,0,8,0,0,0,0,0,0,C0,FA
920940,1BFE2217,TRUE,Rx,0,8,0,0,CD,B4,A5,0,0,0
921240,1BFE2218,TRUE,Rx,0,8,0,0,0,0,0,0,0,0
921580,1BFE2219,TRUE,Rx,0,8,0,0,0,0,0,0,0,0
921880,1BFE221B,TRUE,Rx,0,8,0,0,0,0,0,0,0,0
922220,1BFE221C,TRUE,Rx,0,8,0,0,3F,0,0,0,0,0
922520,1BFE221E,TRUE,Rx,0,8,7D,1,0,0,0,0,0,0
922820,1BFE2222,TRUE,Rx,0,8,0,0,58,0,7E,1C,0,0
923120,1BFE2223,TRUE,Rx,0,8,11,1,0,0,0,0,0,0
923460,1BFE2225,TRUE,Rx,0,8,0,0,0,0,0,0,0,0
923760,1BFE2227,TRUE,Rx,0,8,0,0,0,0,0,4,0,0
924100,1BFE2232,TRUE,Rx,0,8,0,0,0,0,0,0,0,0
924400,1BFE2235,TRUE,Rx,0,8,81,4,0,0,0,0,0,0
924740,1BFE2238,TRUE,Rx,0,8,0,0,32,0,1,1,0,0
925080,1BFE2239,TRUE,Rx,0,8,0,1,1,0,0,0,0,0
925380,1BFE223A,TRUE,Rx,0,8,4,1,0,0,63,0,0,0
925680,1BFE223B,TRUE,Rx,0,8,12,0,0,0,0,0,0,0
926020,1BFE223C,TRUE,Rx,0,8,22,0,0,0,0,0,0,0
926360,1BFE223D,TRUE,Rx,0,8,0,0,0,0,0,0,0,5C
926660,1BFE2248,TRUE,Rx,0,8,0,0,0,0,0,0,0,0
999830,0000038B,FALSE,Rx,0,8,0,0,0,0,0,0,0,0
1019710,1BFE221A,TRUE,Rx,0,8,0,A5,0,0,7E,0,0,0
1020010,1BFE2215,TRUE,Rx,0,8,60,97,9E,80,80,80,AA,9A
1020310,1BFE2216,TRUE,Rx,0,8,0,0,0,0,0,0,C0,FA
1020610,1BFE2217,TRUE,Rx,0,8,0,0,CD,B4,A5,0,0,0
1020950,1BFE2218,TRUE,Rx,0,8,0,0,0,0,0,0,0,0
1021250,1BFE2219,TRUE,Rx,0,8,0,0,0,0,0,0,0,0
1021590,1BFE221B,TRUE,Rx,0,8,0,0,0,0,0,0,0,0
1021890,1BFE221C,TRUE,Rx,0,8,0,0,3F,0,0,0,0,0
1022190,1BFE221E,TRUE,Rx,0,8,7D,1,0,0,0,0,0,0
1022530,1BFE2222,TRUE,Rx,0,8,0,0,58,0,7E,1C,0,0
1022830,1BFE2223,TRUE,Rx,0,8,11,1,0,0,0,0,0,0
1023170,1BFE2225,TRUE,Rx,0,8,0,0,0,0,0,0,0,0
1023470,1BFE2227,TRUE,Rx,0,8,0,0,0,0,0,4,0,0
1023810,1BFE2232,TRUE,Rx,0,8,0,0,0,0,0,0,0,0
1024110,1BFE2235,TRUE,Rx,0,8,81,4,0,0,0,0,0,0
1024450,1BFE2238,TRUE,Rx,0,8,0,0,32,0,1,1,0,0
1024750,1BFE2239,TRUE,Rx,0,8,0,1,1,0,0,0,0,0
1025090,1BFE223A,TRUE,Rx,0,8,4,1,0,0,59,0,0,0
1025390,1BFE223B,TRUE,Rx,0,8,8,0,0,0,0,0,0,0
1025730,1BFE223C,TRUE,Rx,0,8,22,0,0,0,0,0,0,0
1026030,1BFE223D,TRUE,Rx,0,8,0,0,0,0,0,0,0,5C
1026370,1BFE2248,TRUE,Rx,0,8,0,0,0,0,0,0,0,0
1099790,0000038B,FALSE,Rx,0,8,0,0,0,0,0,0,0,0
1119720,1BFE221A,TRUE,Rx,0,8,0,A5,0,0,7E,0,0,0
1120010,1BFE2207,TRUE,Rx,0,8,46,0,0,86,0,28,1,4
1120310,1BFE2215,TRUE,Rx,0,8,60,97,9E,80,80,80,AA,9A
1120610,1BFE2216,TRUE,Rx,0,8,0,0,0,0,0,0,C0,FA
1120910,1BFE2217,TRUE,Rx,0,8,0,0,CD,B4,A5,0,0,0
1121210,1BFE2218,TRUE,Rx,0,8,0,0,0,0,0,0,0,0
1121550,1BFE2219,TRUE,Rx,0,8,0,0,0,0,0,0,0,0
1121850,1BFE221B,TRUE,Rx,0,8,0,0,0,0,0,0,0,0
