Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8,,
4124120,1BFE2222,TRUE,Rx,0,8,0,28,D8,0,7E,1C,0,0,,
4124420,1BFE2223,TRUE,Rx,0,8,11,1,0,0,0,0,0,0,,
4124760,1BFE2225,TRUE,Rx,0,8,0,0,0,0,0,0,0,0,,
4125060,1BFE2227,TRUE,Rx,0,8,0,0,0,0,0,4,0,0,,
4125360,1BFE2232,TRUE,Rx,0,8,0,0,0,0,0,0,0,0,,
4125700,1BFE2235,TRUE,Rx,0,8,81,4,0,0,0,0,0,0,,
4126040,1BFE2238,TRUE,Rx,0,8,0,0,32,0,1,1,0,0,,
4126340,1BFE2239,TRUE,Rx,0,8,0,1,1,0,0,0,0,0,,
4126640,1BFE223A,TRUE,Rx,0,8,4,1,0,0,51,0,6,0,,
4126980,1BFE223B,TRUE,Rx,0,8,14,0,0,0,0,0,0,0,,
4127320,1BFE223C,TRUE,Rx,0,8,22,0,0,0,0,0,0,0,,
4127620,1BFE223D,TRUE,Rx,0,8,0,0,0,0,0,0,0,5C,,
4127960,1BFE2248,TRUE,Rx,0,8,0,0,0,0,0,0,0,0,,
4199550,0000038B,FALSE,Rx,0,8,0,0,0,0,0,0,0,0,,
4219430,1BFE221A,TRUE,Rx,0,8,0,A5,0,0,7E,0,0,0,,
4219730,1BFE2206,TRUE,Rx,0,8,46,0,67,86,0,F0,1,4,,
4220030,1BFE2215,TRUE,Rx,0,8,60,97,9E,80,80,80,AA,9A,,
4220330,1BFE2216,TRUE,Rx,0,8,0,0,0,0,0,0,BF,FA,,
4220670,1BFE2217,TRUE,Rx,0,8,0,0,CD,B4,A5,0,0,0,,
4220970,1BFE2218,TRUE,Rx,0,8,0,0,0,0,0,0,0,0,,
4221270,1BFE2219,TRUE,Rx,0,8,0,0,0,0,0,0,0,0,,
4221610,1BFE221B,TRUE,Rx,0,8,0,0,0,0,0,0,0,0,,
4221910,1BFE221C,TRUE,Rx,0,8,0,0,3F,0,0,0,0,0,,
4222210,1BFE221E,TRUE,Rx,0,8,7D,1,0,0,0,0,0,0,,
4222550,1BFE2222,TRUE,Rx,0,8,0,28,D8,0,7E,1C,0,0,,
4222850,1BFE2223,TRUE,Rx,0,8,11,1,0,0,0,0,0,0,,
4223140,1BFE2225,TRUE,Rx,0,8,0,0,0,0,0,0,0,0,,
4223490,1BFE2227,TRUE,Rx,0,8,0,0,0,0,0,4,0,0,,
4223780,1BFE2232,TRUE,Rx,0,8,0,0,0,0,0,0,0,0,,
4224130,1BFE2235,TRUE,Rx,0,8,81,4,0,0,0,0,0,0,,
4224420,1BFE2238,TRUE,Rx,0,8,0,0,32,0,1,1,0,0,,
4224770,1BFE2239,TRUE,Rx,0,8,0,1,1,0,0,0,0,0,,
4225060,1BFE223A,TRUE,Rx,0,8,4,1,0,0,5B,0,0,0,,
4225410,1BFE223B,TRUE,Rx,0,8,0A,0,0,0,0,0,0,0,,
4225750,1BFE223C,TRUE,Rx,0,8,22,0,0,0,0,0,0,0,,
4226050,1BFE223D,TRUE,Rx,0,8,0,0,0,0,0,0,0,5C,,
4226390,1BFE2248,TRUE,Rx,0,8,0,0,0,0,0,0,0,0,,
4299510,0000038B,FALSE,Rx,0,8,0,0,0,0,0,0,0,0,,
4309540,564,FALSE,Rx,0,8,52,86,36,0,F8,27,3D,0,,
4319440,1BFE221A,TRUE,Rx,0,8,0,A5,0,0,7E,0,0,0,,
4319740,1BFE2206,TRUE,Rx,0,8,46,0,6D,86,0,F0,1,4,,
4320030,1BFE2215,TRUE,Rx,0,8,60,97,9E,80,80,80,AA,9A,,
4320330,1BFE2216,TRUE,Rx,0,8,0,0,0,0,0,0,C0,FA,,
4320630,1BFE2217,TRUE,Rx,0,8,0,0,CD,B5,A6,0,0,0,,
4320970,1BFE2218,TRUE,Rx,0,8,0,0,0,0,0,0,0,0,,
4321270,1BFE2219,TRUE,Rx,0,8,0,0,0,0,0,0,0,0,,
4321570,1BFE221B,TRUE,Rx,0,8,0,0,0,0,0,0,0,0,,
4321910,1BFE221C,TRUE,Rx,0,8,0,0,3F,0,0,0,0,0,,
4322210,1BFE221E,TRUE,Rx,0,8,7D,1,0,0,0,0,0,0,,
4322510,1BFE2222,TRUE,Rx,0,8,0,28,D8,0,7E,1C,0,0,,
4322850,1BFE2223,TRUE,Rx,0,8,11,1,0,0,0,0,0,0,,
4323150,1BFE2225,TRUE,Rx,0,8,0,0,0,0,0,0,0,0,,
4323490,1BFE2227,TRUE,Rx,0,8,0,0,0,0,0,4,0,0,,
4323790,1BFE2232,TRUE,Rx,0,8,0,0,0,0,0,0,0,0,,
4324130,1BFE2235,TRUE,Rx,0,8,81,4,0,0,0,0,0,0,,
4324430,1BFE2238,TRUE,Rx,0,8,0,0,32,0,1,1,0,0,,
4324770,1BFE2239,TRUE,Rx,0,8,0,1,1,0,0,0,0,0,,
4325070,1BFE223A,TRUE,Rx,0,8,4,1,0,0,51,0,6,0,,
4325410,1BFE223B,TRUE,Rx,0,8,14,0,0,0,0,0,0,0,,
4325710,1BFE223C,TRUE,Rx,0,8,22,0,0,0,0,0,0,0,,
4326050,1BFE223D,TRUE,Rx,0,8,0,0,0,0,0,0,0,5C,,
4326390,1BFE2248,TRUE,Rx,0,8,0,0,0,0,0,0,0,0,,
4399520,0000038B,FALSE,Rx,0,8,0,0,0,0,0,0,0,0,,
4419400,1BFE221A,TRUE,Rx,0,8,0,A5,0,0,7E,0,0,0,,
4419700,1BFE2206,TRUE,Rx,0,8,46,0,72,86,0,F0,1,4,,
4420000,1BFE2215,TRUE,Rx,0,8,60,97,9E,80,80,80,AA,9A,,
4420340,1BFE2216,TRUE,Rx,0,8,0,0,0,0,0,0,C0,FA,,
4420640,1BFE2217,TRUE,Rx,0,8,0,0,CD,B5,A5,0,0,0,,
4420930,1BFE2218,TRUE,Rx,0,8,0,0,0,0,0,0,0,0,,
4421280,1BFE2219,TRUE,Rx,0,8,0,0,0,0,0,0,0,0,,
4421570,1BFE221B,TRUE,Rx,0,8,0,0,0,0,0,0,0,0,,
4421870,1BFE221C,TRUE,Rx,0,8,0,0,3F,0,0,0,0,0,,
4422210,1BFE221E,TRUE,Rx,0,8,7D,1,0,0,0,0,0,0,,
4422510,1BFE2222,TRUE,Rx,0,8,0,28,D8,0,7E,1C,0,0,,
4422810,1BFE2223,TRUE,Rx,0,8,11,1,0,0,0,0,0,0,,
4423150,1BFE2225,TRUE,Rx,0,8,0,0,0,0,0,0,0,0,,
4423450,1BFE2227,TRUE,Rx,0,8,0,0,0,0,0,4,0,0,,
4423790,1BFE2232,TRUE,Rx,0,8,0,0,0,0,0,0,0,0,,
4424090,1BFE2235,TRUE,Rx,0,8,81,4,0,0,0,0,0,0,,
4424430,1BFE2238,TRUE,Rx,0,8,0,0,32,0,1,1,0,0,,
4424730,1BFE2239,TRUE,Rx,0,8,0,1,1,0,0,0,0,0,,
4425070,1BFE223A,TRUE,Rx,0,8,4,1,0,0,5B,0,0,0,,
4425370,1BFE223B,TRUE,Rx,0,8,0A,0,0,0,0,0,0,0,,
4425710,1BFE223C,TRUE,Rx,0,8,22,0,0,0,0,0,0,0,,
4426050,1BFE223D,TRUE,Rx,0,8,0,0,0,0,0,0,0,5C,,
4426350,1BFE2248,TRUE,Rx,0,8,0,0,0,0,0,0,0,0,,
4499520,0000038B,FALSE,Rx,0,8,0,0,0,0,0,0,0,0,,
4519400,1BFE221A,TRUE,Rx,0,8,0,A6,0,0,7E,0,0,0,,
4519700,1BFE2206,TRUE,Rx,0,8,46,0,73,86,0,F0,1,4,,
4520000,1BFE2215,TRUE,Rx,0,8,60,97,9E,80,80,80,AA,9A,,
4520300,1BFE2216,TRUE,Rx,0,8,0,0,0,0,0,0,C0,FA,,
4520640,1BFE2217,TRUE,Rx,0,8,0,0,CD,B5,A6,0,0,0,,
4520940,1BFE2218,TRUE,Rx,0,8,0,0,0,0,0,0,0,0,,
4521240,1BFE2219,TRUE,Rx,0,8,0,0,0,0,0,0,0,0,,
4521580,1BFE221B,TRUE,Rx,0,8,0,0,0,0,0,0,0,0,,
4521880,1BFE221C,TRUE,Rx,0,8,0,0,3F,0,0,0,0,0,,
4522220,1BFE221E,TRUE,Rx,0,8,7D,1,0,0,0,0,0,0,,
4522520,1BFE2222,TRUE,Rx,0,8,0,28,D8,0,7E,1C,0,0,,
4522820,1BFE2223,TRUE,Rx,0,8,11,1,0,0,0,0,0,0,,
4523160,1BFE2225,TRUE,Rx,0,8,0,0,0,0,0,0,0,0,,
4523460,1BFE2227,TRUE,Rx,0,8,0,0,0,0,0,4,0,0,,
4523800,1BFE2232,TRUE,Rx,0,8,0,0,0,0,0,0,0,0,,
4524100,1BFE2235,TRUE,Rx,0,8,81,4,0,0,0,0,0,0,,
4524440,1BFE2238,TRUE,Rx,0,8,0,0,32,0,1,1,0,0,,
4524740,1BFE2239,TRUE,Rx,0,8,0,1,1,0,0,0,0,0,,
4525030,1BFE223A,TRUE,Rx,0,8,4,1,0,0,51,0,6,0,,
4525380,1BFE223B,TRUE,Rx,0,8,14,0,0,0,0,0,0,0,,
4525720,1BFE223C,TRUE,Rx,0,8,22,0,0,0,0,0,0,0,,
4526020,1BFE223D,TRUE,Rx,0,8,0,0,0,0,0,0,0,5C,,
4526360,1BFE2248,TRUE,Rx,0,8,0,0,0,0,0,0,0,0,,
4599480,0000038B,FALSE,Rx,0,8,0,0,0,0,0,0,0,0,,
4619410,1BFE221A,TRUE,Rx,0,8,0,A5,0,0,7E,0,0,0,,
4619710,1BFE2206,TRUE,Rx,0,8,46,0,78,86,0,F0,1,4,,
4620000,1BFE2215,TRUE,Rx,0,8,60,97,9E,80,80,80,AA,9A,,
4620300,1BFE2216,TRUE,Rx,0,8,0,0,0,0,0,0,BF,FA,,
4620600,1BFE2217,TRUE,Rx,0,8,0,0,CD,B5,A6,0,0,0,,
4620900,1BFE2218,TRUE,Rx,0,8,0,0,0,0,0,0,0,0,,
4621240,1BFE2219,TRUE,Rx,0,8,0,0,0,0,0,0,0,0,,
4621540,1BFE221B,TRUE,Rx,0,8,0,0,0,0,0,0,0,0,,
4621880,1BFE221C,TRUE,Rx,0,8,0,0,3F,0,0,0,0,0,,
4622180,1BFE221E,TRUE,Rx,0,8,7D,1,0,0,0,0,0,0,,
4622480,1BFE2222,TRUE,Rx,0,8,0,28,D8,0,7E,1C,0,0,,
4622820,1BFE2223,TRUE,Rx,0,8,11,1,0,0,0,0,0,0,,
4623120,1BFE2225,TRUE,Rx,0,8,0,0,0,0,0,0,0,0,,
4623460,1BFE2227,TRUE,Rx,0,8,0,0,0,0,0,4,0,0,,
4623760,1BFE2232,TRUE,Rx,0,8,0,0,0,0,0,0,0,0,,
4624100,1BFE2235,TRUE,Rx,0,8,81,4,0,0,0,0,0,0,,
4624400,1BFE2238,TRUE,Rx,0,8,0,0,32,0,1,1,0,0,,
4624740,1BFE2239,TRUE,Rx,0,8,0,1,1,0,0,0,0,0,,
4625040,1BFE223A,TRUE,Rx,0,8,4,1,0,0,5B,0,0,0,,
4625380,1BFE223B,TRUE,Rx,0,8,0A,0,0,0,0,0,0,0,,
4625680,1BFE223C,TRUE,Rx,0,8,22,0,0,0,0,0,0,0,,
4626020,1BFE223D,TRUE,Rx,0,8,0,0,0,0,0,0,0,5C,,
4626360,1BFE2248,TRUE,Rx,0,8,0,0,0,0,0,0,0,0,,
4699490,0000038B,FALSE,Rx,0,8,0,0,0,0,0,0,0,0,,
4719370,1BFE221A,TRUE,Rx,0,8,0,A6,0,0,7E,0,0,0,,
4719670,1BFE2206,TRUE,Rx,0,8,46,0,7C,86,0,F0,1,4,,
4719970,1BFE2207,TRUE,Rx,0,8,46,0,0,88,0,2,0,4,,
4720270,1BFE2215,TRUE,Rx,0,8,60,97,9E,80,80,80,AA,9A,,
4720610,1BFE2216,TRUE,Rx,0,8,0,0,0,0,0,0,C0,FA,,
4720910,1BFE2217,TRUE,Rx,0,8,0,0,CD,B5,A6,0,0,0,,
4721200,1BFE2218,TRUE,Rx,0,8,0,0,0,0,0,0,0,0,,
4721550,1BFE2219,TRUE,Rx,0,8,0,0,0,0,0,0,0,0,,
4721840,1BFE221B,TRUE,Rx,0,8,0,0,0,0,0,0,0,0,,
4722190,1BFE221C,TRUE,Rx,0,8,0,0,3F,0,0,0,0,0,,
4722480,1BFE221E,TRUE,Rx,0,8,7D,1,0,0,0,0,0,0,,
4722780,1BFE2222,TRUE,Rx,0,8,0,28,D8,0,7E,1C,0,0,,
4723080,1BFE2223,TRUE,Rx,0,8,11,1,0,0,0,0,0,0,,
4723420,1BFE2225,TRUE,Rx,0,8,0,0,0,0,0,0,0,0,,
4723720,1BFE2227,TRUE,Rx,0,8,0,0,0,0,0,4,0,0,,
4724060,1BFE2232,TRUE,Rx,0,8,0,0,0,0,0,0,0,0,,
4724400,1BFE2235,TRUE,Rx,0,8,81,4,0,0,0,0,0,0,,
4724700,1BFE2238,TRUE,Rx,0,8,0,0,32,0,1,1,0,0,,
4725040,1BFE2239,TRUE,Rx,0,8,0,1,1,0,0,0,0,0,,
4725340,1BFE223A,TRUE,Rx,0,8,4,1,0,0,51,0,6,0,,
4725680,1BFE223B,TRUE,Rx,0,8,14,0,0,0,0,0,0,0,,
4725980,1BFE223C,TRUE,Rx,0,8,22,0,0,0,0,0,0,0,,
4726320,1BFE223D,TRUE,Rx,0,8,0,0,0,0,0,0,0,5C,,
4726620,1BFE2248,TRUE,Rx,0,8,0,0,0,0,0,0,0,0,,
4799450,0000038B,FALSE,Rx,0,8,0,0,0,0,0,0,0,0,,
4819370,1BFE221A,TRUE,Rx,0,8,0,A5,0,0,7E,0,0,0,,
4819670,1BFE2206,TRUE,Rx,0,8,46,0,7D,86,0,F0,1,4,,
4819970,1BFE2209,TRUE,Rx,0,8,0,0,1,0,80,2F,0,0,,
4820270,1BFE2215,TRUE,Rx,0,8,60,97,9E,80,80,80,AA,9A,,
4820570,1BFE2216,TRUE,Rx,0,8,0,0,0,0,0,0,BF,FA,,
4820910,1BFE2217,TRUE,Rx,0,8,0,0,CD,B5,A5,0,0,0,,
4821210,1BFE2218,TRUE,Rx,0,8,0,0,0,0,0,0,0,0,,
4821510,1BFE2219,TRUE,Rx,0,8,0,0,0,0,0,0,0,0,,
4821850,1BFE221B,TRUE,Rx,0,8,0,0,0,0,0,0,0,0,,
4822150,1BFE221C,TRUE,Rx,0,8,0,0,3F,0,0,0,0,0,,
4822450,1BFE221E,TRUE,Rx,0,8,7D,1,0,0,0,0,0,0,,
4822790,1BFE2222,TRUE,Rx,0,8,0,28,D8,0,7E,1C,0,0,,
4823090,1BFE2223,TRUE,Rx,0,8,11,1,0,0,0,0,0,0,,
4823380,1BFE2225,TRUE,Rx,0,8,0,0,0,0,0,0,0,0,,
4823730,1BFE2227,TRUE,Rx,0,8,0,0,0,0,0,4,0,0,,
4824020,1BFE2232,TRUE,Rx,0,8,0,0,0,0,0,0,0,0,,
4824370,1BFE2235,TRUE,Rx,0,8,81,4,0,0,0,0,0,0,,
4824710,1BFE2238,TRUE,Rx,0,8,0,0,32,0,1,1,0,0,,
4825010,1BFE2239,TRUE,Rx,0,8,0,1,1,0,0,0,0,0,,
4825300,1BFE223A,TRUE,Rx,0,8,4,1,0,0,5B,0,0,0,,
4825650,1BFE223B,TRUE,Rx,0,8,0A,0,0,0,0,0,0,0,,
4825990,1BFE223C,TRUE,Rx,0,8,22,0,0,0,0,0,0,0,,
4826290,1BFE223D,TRUE,Rx,0,8,0,0,0,0,0,0,0,5C,,
4826630,1BFE2248,TRUE,Rx,0,8,0,0,0,0,0,0,0,0,,
4899450,0000038B,FALSE,Rx,0,8,0,0,0,0,0,0,0,0,,
4909480,0000067E,FALSE,Rx,0,8,18,3,0,0,5B,0,0,40,,
4919340,1BFE221A,TRUE,Rx,0,8,0,A6,0,0,7E,0,0,0,,
4919630,1BFE2206,TRUE,Rx,0,8,46,0,7E,86,0,F0,1,4,,
4919930,1BFE2215,TRUE,Rx,0,8,60,97,9E,80,80,80,AA,9A,,
4920270,1BFE2216,TRUE,Rx,0,8,0,0,0,0,0,0,C0,FA,,
4920540,1BFE2217,TRUE,Rx,0,8,0,0,CD,B5,A6,0,0,0,,
4920840,1BFE2218,TRUE,Rx,0,8,0,0,0,0,0,0,0,0,,
4921180,1BFE2219,TRUE,Rx,0,8,0,0,0,0,0,0,0,0,,
4921480,1BFE221B,TRUE,Rx,0,8,0,0,0,0,0,0,0,0,,
4921820,1BFE221C,TRUE,Rx,0,8,0,0,3F,0,0,0,0,0,,
4922120,1BFE221E,TRUE,Rx,0,8,7D,1,0,0,0,0,0,0,,
4922420,1BFE2222,TRUE,Rx,0,8,0,28,D8,0,7E,1C,0,0,,
4922720,1BFE2223,TRUE,Rx,0,8,11,1,0,0,0,0,0,0,,
4923060,1BFE2225,TRUE,Rx,0,8,0,0,0,0,0,0,0,0,,
4923360,1BFE2227,TRUE,Rx,0,8,0,0,0,0,0,4,0,0,,
4923700,1BFE2232,TRUE,Rx,0,8,0,0,0,0,0,0,0,0,,
4924000,1BFE2235,TRUE,Rx,0,8,81,4,0,0,0,0,0,0,,
4924340,1BFE2238,TRUE,Rx,0,8,0,0,32,0,1,1,0,0,,
4924680,1BFE2239,TRUE,Rx,0,8,0,1,1,0,0,0,0,0,,
4924980,1BFE223A,TRUE,Rx,0,8,4,1,0,0,51,0,6,0,,
4925280,1BFE223B,TRUE,Rx,0,8,14,0,0,0,0,0,0,0,,
4925620,1BFE223C,TRUE,Rx,0,8,22,0,0,0,0,0,0,0,,
4925960,1BFE223D,TRUE,Rx,0,8,0,0,0,0,0,0,0,5C,,
4926260,1BFE2248,TRUE,Rx,0,8,0,0,0,0,0,0,0,0,,
4999430,0000038B,FALSE,Rx,0,8,0,0,0,0,0,0,0,0,,
5019310,1BFE221A,TRUE,Rx,0,8,0,A5,0,0,7E,0,0,0,,
5019610,1BFE2206,TRUE,Rx,0,8,46,0,81,86,0,F0,1,4,,
5019910,1BFE2215,TRUE,Rx,0,8,60,97,9E,80,80,80,AA,9A,,
5020210,1BFE2216,TRUE,Rx,0,8,0,0,0,0,0,0,C0,FA,,
5020550,1BFE2217,TRUE,Rx,0,8,0,0,CD,B5,A6,0,0,0,,
5020850,1BFE2218,TRUE,Rx,0,8,0,0,0,0,0,0,0,0,,
5021140,1BFE2219,TRUE,Rx,0,8,0,0,0,0,0,0,0,0,,
5021490,1BFE221B,TRUE,Rx,0,8,0,0,0,0,0,0,0,0,,
5021780,1BFE221C,TRUE,Rx,0,8,0,0,3F,0,0,0,0,0,,
5022130,1BFE221E,TRUE,Rx,0,8,7D,1,0,0,0,0,0,0,,
5022420,1BFE2222,TRUE,Rx,0,8,0,28,D8,0,7E,1C,0,0,,
5022720,1BFE2223,TRUE,Rx,0,8,11,1,0,0,0,0,0,0,,
5023060,1BFE2225,TRUE,Rx,0,8,0,0,0,0,0,0,0,0,,
5023360,1BFE2227,TRUE,Rx,0,8,0,0,0,0,0,4,0,0,,
5023700,1BFE2232,TRUE,Rx,0,8,0,0,0,0,0,0,0,0,,
5024000,1BFE2235,TRUE,Rx,0,8,81,4,0,0,0,0,0,0,,
5024340,1BFE2238,TRUE,Rx,0,8,0,0,32,0,1,1,0,0,,
5024640,1BFE2239,TRUE,Rx,0,8,0,1,1,0,0,0,0,0,,
5024980,1BFE223A,TRUE,Rx,0,8,4,1,0,0,5B,0,0,0,,
5025280,1BFE223B,TRUE,Rx,0,8,0A,0,0,0,0,0,0,0,,
5025620,1BFE223C,TRUE,Rx,0,8,22,0,0,0,0,0,0,0,,
5025920,1BFE223D,TRUE,Rx,0,8,0,0,0,0,0,0,0,5C,,
5026260,1BFE2248,TRUE,Rx,0,8,0,0,0,0,0,0,0,0,,
5099390,0000038B,FALSE,Rx,0,8,0,0,0,0,0,0,0,0,,
5119310,1BFE220C,TRUE,Rx,0,8,0,0,0,0,0,0,0,0,,
5119610,1BFE2205,TRUE,Rx,0,8,45,45,0,0,0,41,9,12,,
5119910,1BFE220D,TRUE,Rx,0,8,0,0,0,0,0,0,0,0,,
5120210,1BFE2215,TRUE,Rx,0,8,60,97,9E,80,80,80,AA,9A,,
5120510,1BFE2216,TRUE,Rx,0,8,0,0,0,0,0,0,C0,FA,,
5120810,1BFE2217,TRUE,Rx,0,8,0,0,CD,B5,A6,0,0,0,,
5121150,1BFE2218,TRUE,Rx,0,8,0,0,0,0,0,0,0,0,,
5121450,1BFE2219,TRUE,Rx,0,8,0,0,0,0,0,0,0,0,,
5121790,1BFE221A,TRUE,Rx,0,8,0,A5,0,0,7E,0,0,0,,
5122090,1BFE221B,TRUE,Rx,0,8,0,0,0,0,0,0,0,0,,
5122390,1BFE221C,TRUE,Rx,0,8,0,0,3F,0,0,0,0,0,,
5122730,1BFE221E,TRUE,Rx,0,8,7D,1,0,0,0,0,0,0,,
5123030,1BFE2222,TRUE,Rx,0,8,0,28,D8,0,7E,1C,0,0,,
5123320,1BFE2223,TRUE,Rx,0,8,11,1,0,0,0,0,0,0,,
5123670,1BFE2225,TRUE,Rx,0,8,0,0,0,0,0,0,0,0,,
5123960,1BFE2227,TRUE,Rx,0,8,0,0,0,0,0,4,0,0,,
5124310,1BFE2232,TRUE,Rx,0,8,0,0,0,0,0,0,0,0,,
5124600,1BFE2235,TRUE,Rx,0,8,81,4,0,0,0,0,0,0,,
5124950,1BFE2238,TRUE,Rx,0,8,0,0,32,0,1,1,0,0,,
5125240,1BFE2239,TRUE,Rx,0,8,0,1,1,0,0,0,0,0,,
5125590,1BFE223A,TRUE,Rx,0,8,4,1,0,0,51,0,6,0,,
5125880,1BFE223B,TRUE,Rx,0,8,14,0,0,0,0,0,0,0,,
5126230,1BFE223C,TRUE,Rx,0,8,22,0,0,0,0,0,0,0,,
5126520,1BFE223D,TRUE,Rx,0,8,0,0,0,0,0,0,0,5C,,
5126870,1BFE2248,TRUE,Rx,0,8,0,0,0,0,0,0,0,0,,
5199390,0000038B,FALSE,Rx,0,8,0,0,0,0,0,0,0,0,,
5219280,1BFE220B,TRUE,Rx,0,8,0,0,0,0,0,0,11,0,,
5219570,1BFE2205,TRUE,Rx,0,8,45,45,0,0,0,41,9,14,,
5219870,1BFE2206,TRUE,Rx,0,8,46,0,85,86,0,F0,1,4,,
5220170,1BFE2215,TRUE,Rx,0,8,60,97,9E,80,80,80,AA,9A,,
5220470,1BFE2216,TRUE,Rx,0,8,0,0,0,0,0,0,BF,FA,,
5220770,1BFE2217,TRUE,Rx,0,8,0,0,CD,B4,A5,0,0,0,,
5221110,1BFE2218,TRUE,Rx,0,8,0,0,0,0,0,0,0,0,,
5221410,1BFE2219,TRUE,Rx,0,8,0,0,0,0,0,0,0,0,,
5221710,1BFE221A,TRUE,Rx,0,8,0,A5,0,0,7E,0,0,0,,
5222050,1BFE221B,TRUE,Rx,0,8,0,0,0,0,0,0,0,0,,
5222350,1BFE221C,TRUE,Rx,0,8,0,0,3F,0,0,0,0,0,,
5222650,1BFE221E,TRUE,Rx,0,8,7D,1,0,0,0,0,0,0,,
5222990,1BFE2222,TRUE,Rx,0,8,0,28,D8,0,7E,1C,0,0,,
5223290,1BFE2223,TRUE,Rx,0,8,11,1,0,0,0,0,0,0,,
5223590,1BFE2225,TRUE,Rx,0,8,0,0,0,0,0,0,0,0,,
5223930,1BFE2227,TRUE,Rx,0,8,0,0,0,0,0,4,0,0,,
5224230,1BFE2232,TRUE,Rx,0,8,0,0,0,0,0,0,0,0,,
5224570,1BFE2235,TRUE,Rx,0,8,81,4,0,0,0,0,0,0,,
5224870,1BFE2238,TRUE,Rx,0,8,0,0,32,0,1,1,0,0,,
5225210,1BFE2239,TRUE,Rx,0,8,0,1,1,0,0,0,0,0,,
5225510,1BFE223A,TRUE,Rx,0,8,4,1,0,0,5B,0,0,0,,
5225850,1BFE223B,TRUE,Rx,0,8,0A,0,0,0,0,0,0,0,,
5226190,1BFE223C,TRUE,Rx,0,8,22,0,0,0,0,0,0,0,,
5226490,1BFE223D,TRUE,Rx,0,8,0,0,0,0,0,0,0,5C,,
5226830,1BFE2248,TRUE,Rx,0,8,0,0,0,0,0,0,0,0,,
5299360,0000038B,FALSE,Rx,0,8,0,0,0,0,0,0,0,0,,
5309380,564,FALSE,Rx,0,8,21,87,44,0,F8,27,3D,0,,
5319280,1BFE221A,TRUE,Rx,0,8,0,A6,0,0,7E,0,0,0,,
5319580,1BFE2203,TRUE,Rx,0,8,0,0,0,18,0,18,0,0,,
5319880,1BFE2206,TRUE,Rx,0,8,46,0,90,86,0,F0,1,4,,
5320180,1BFE2215,TRUE,Rx,0,8,60,97,9E,80,80,80,AA,9A,,
5320520,1BFE2216,TRUE,Rx,0,8,0,0,0,0,0,0,C0,FA,,
5320820,1BFE2217,TRUE,Rx,0,8,0,0,CD,B5,A6,0,0,0,,
5321120,1BFE2218,TRUE,Rx,0,8,0,0,0,0,0,0,0,0,,
5321410,1BFE2219,TRUE,Rx,0,8,0,0,0,0,0,0,0,0,,
5321760,1BFE221B,TRUE,Rx,0,8,0,0,0,0,0,0,0,0,,
5322050,1BFE221C,TRUE,Rx,0,8,0,0,3F,0,0,0,0,0,,
5322400,1BFE221E,TRUE,Rx,0,8,7D,1,0,0,0,0,0,0,,
5322690,1BFE2222,TRUE,Rx,0,8,0,28,D8,0,7E,1C,0,0,,
5322990,1BFE2223,TRUE,Rx,0,8,11,1,0,0,0,0,0,0,,
5323330,1BFE2225,TRUE,Rx,0,8,0,0,0,0,0,0,0,0,,
5323630,1BFE2227,TRUE,Rx,0,8,0,0,0,0,0,4,0,0,,
5323970,1BFE2232,TRUE,Rx,0,8,0,0,0,0,0,0,0,0,,
5324270,1BFE2235,TRUE,Rx,0,8,81,4,0,0,0,0,0,0,,
5324610,1BFE2238,TRUE,Rx,0,8,0,0,32,0,1,1,0,0,,
5324910,1BFE2239,TRUE,Rx,0,8,0,1,1,0,0,0,0,0,,
5325250,1BFE223A,TRUE,Rx,0,8,4,1,0,0,51,0,6,0,,
5325550,1BFE223B,TRUE,Rx,0,8,14,0,0,0,0,0,0,0,,
5325890,1BFE223C,TRUE,Rx,0,8,22,0,0,0,0,0,0,0,,
5326190,1BFE223D,TRUE,Rx,0,8,0,0,0,0,0,0,0,5C,,
5326530,1BFE2248,TRUE,Rx,0,8,0,0,0,0,0,0,0,0,,
5399360,0000038B,FALSE,Rx,0,8,0,0,0,0,0,0,0,0,,
5419280,1BFE221A,TRUE,Rx,0,8,0,A6,0,0,7E,0,0,0,,
5419580,1BFE2205,TRUE,Rx,0,8,45,45,0,0,0,41,9,12,,
5419840,1BFE2206,TRUE,Rx,0,8,46,0,92,86,0,F0,1,4,,
5420180,1BFE2209,TRUE,Rx,0,8,0,0,1,0,80,0F,0,0,,
5420480,1BFE2215,TRUE,Rx,0,8,60,97,9E,80,80,80,AA,9A,,
5420780,1BFE2216,TRUE,Rx,0,8,0,0,0,0,0,0,C0,FA,,
5421080,1BFE2217,TRUE,Rx,0,8,0,0,CD,B4,A5,0,0,0,,
5421380,1BFE2218,TRUE,Rx,0,8,0,0,0,0,0,0,0,0,,
5421720,1BFE2219,TRUE,Rx,0,8,0,0,0,0,0,0,0,0,,
5422020,1BFE221B,TRUE,Rx,0,8,0,0,0,0,0,0,0,0,,
5422360,1BFE221C,TRUE,Rx,0,8,0,0,3F,0,0,0,0,0,,
5422660,1BFE221E,TRUE,Rx,0,8,7D,1,0,0,0,0,0,0,,
5422950,1BFE2222,TRUE,Rx,0,8,0,28,D8,0,7E,1C,0,0,,
5423250,1BFE2223,TRUE,Rx,0,8,11,1,0,0,0,0,0,0,,
5423590,1BFE2225,TRUE,Rx,0,8,0,0,0,0,0,0,0,0,,
